City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
296,concepcion del oro,24.6333,-101.4167,28.11,16,85,4.29,MX,1686621779
297,atherton,53.5237,-2.4935,18.08,94,100,2.6,GB,1686621779
298,bikenibeu village,1.3673,173.1241,30.98,74,40,2.06,KI,1686621779
299,maryborough,-25.5333,152.7,24.55,46,0,1.48,AU,1686621779
300,guiping,23.3925,110.0814,29.58,77,79,1.84,CN,1686621779
301,melfi,40.9965,15.6514,13.61,83,4,1.86,IT,1686621779
302,narrabri,-30.3167,149.7833,18.47,60,67,5.71,AU,1686621780
303,geraldton,-28.7667,114.6,14.23,72,0,5.14,AU,1686621780
304,eldoret,0.5204,35.2699,12.25,88,50,0.92,KE,1686621780
305,puerto baquerizo moreno,-0.9,-89.6,25.96,82,24,5.33,EC,1686621780
306,kosterevo,55.9299,39.6144,7.3,82,0,2.39,RU,1686621780
307,nar'yan-mar,67.6713,53.087,8.34,69,72,3.86,RU,1686621780
308,nizhniy odes,63.6445,54.856,12.31,80,100,3.49,RU,1686621780
309,tezu,27.9167,96.1667,27.71,78,78,0.82,IN,1686621781
310,iwade,34.25,135.3167,28.05,72,100,1.9,JP,1686621781
311,obock,12.25,43.0833,29.16,30,99,10.65,DJ,1686621781
312,dera ghazi khan,30.0561,70.6348,37.16,30,0,7.0,PK,1686621781
313,chatillon-sur-seine,47.8585,4.5738,12.7,68,8,2.63,FR,1686621781
314,anadyr,64.75,177.4833,17.28,48,0,4.0,RU,1686621677
315,kristiansund,63.1115,7.732,14.03,71,75,2.06,NO,1686621781
316,white hall,34.274,-92.091,22.62,82,0,2.06,US,1686621781
317,zaozersk,69.4005,32.4476,9.7,64,98,6.88,RU,1686621782
318,san carlos,9.6612,-68.5827,23.53,95,91,1.13,VE,1686621782
319,markaz-e hukumat-e darweshan,31.1323,64.1934,27.32,15,0,3.05,AF,1686621782
320,okhotsk,59.3833,143.3,8.5,85,87,5.35,RU,1686621782
321,vorkuta,67.5,64.0,7.23,57,100,5.03,RU,1686621782
322,tisul',55.7611,88.3122,11.57,78,100,2.5,RU,1686621782
323,port douglas,-16.4833,145.4667,24.36,73,34,2.96,AU,1686621783
324,riverside,33.7333,-116.0508,25.15,37,0,8.75,US,1686621626
325,pirallahi,40.4723,50.333,24.08,77,0,1.86,AZ,1686621783
326,mount pearl,47.5166,-52.7813,7.2,96,100,6.17,CA,1686621783
327,ambon,-3.6954,128.1814,28.08,81,40,2.57,ID,1686621783
328,tambopata,-12.7333,-69.1833,17.75,99,100,2.78,PE,1686621783
329,avarua,-21.2078,-159.775,26.03,78,100,6.69,CK,1686621783
330,yanam,16.7333,82.2167,34.41,47,100,3.6,IN,1686621783
331,inhambane,-23.865,35.3833,19.48,89,51,3.09,MZ,1686621784
332,puerto francisco de orellana,-0.4667,-76.9667,22.95,97,20,0.97,EC,1686621784
333,sault ste. marie,46.5168,-84.3333,10.31,96,100,8.23,CA,1686621251
334,malango,-2.9627,119.9001,25.82,72,65,1.59,ID,1686621784
335,khandyga,62.6667,135.6,11.58,65,100,2.25,RU,1686621784
336,arar,30.9753,41.0381,27.01,22,0,6.17,SA,1686621784
337,willowmore,-33.2926,23.4895,6.43,79,86,5.72,ZA,1686621784
338,ancud,-41.8697,-73.8203,7.27,81,57,4.49,CL,1686621611
339,mendefera,14.8872,38.8153,17.16,80,99,0.31,ER,1686621785
340,cannonvale,-20.2833,148.7,22.66,70,13,4.34,AU,1686621785
341,mirnyy,62.5353,113.9611,14.02,30,55,0.89,RU,1686621785
342,remire-montjoly,4.9167,-52.2667,25.02,94,100,1.03,GF,1686621785
343,moab,38.5733,-109.5498,22.56,28,62,7.21,US,1686621613
344,west bay,19.3667,-81.4167,29.04,79,20,3.6,KY,1686621785
345,nguigmi,14.2495,13.1092,30.02,55,0,3.45,NE,1686621785
346,changsu,35.6484,127.5152,24.79,41,100,1.73,KR,1686621785
347,vryburg,-26.9566,24.7284,4.28,81,0,3.37,ZA,1686621786
348,ankazobe,-18.3167,47.1167,11.74,68,0,0.42,MG,1686621786
349,sausset-les-pins,43.3314,5.1043,20.13,83,75,2.06,FR,1686621786
350,pekan,3.4836,103.3996,29.06,77,96,2.34,MY,1686621786
351,ustyuzhna,58.8394,36.4321,9.29,71,7,2.0,RU,1686621786
352,pariaman,-0.619,100.12,27.03,71,53,0.39,ID,1686621786
353,magadan,59.5667,150.8,18.63,85,89,4.47,RU,1686621786
354,merritt island,28.5392,-80.672,29.49,74,40,5.36,US,1686621786
355,pangody,65.85,74.4859,3.91,66,6,7.4,RU,1686621787
356,acarau,-2.8856,-40.12,25.15,85,0,5.16,BR,1686621665
357,hammerfest,70.6634,23.6821,6.25,75,100,6.17,NO,1686621787
358,duobao,30.67,112.6895,24.34,73,99,2.58,CN,1686621787
359,arkhangel'sk,64.5401,40.5433,15.36,54,94,4.76,RU,1686621787
360,horta,38.5333,-28.6333,18.9,97,18,1.79,PT,1686621787
361,borazjan,29.2666,51.2159,34.43,18,0,2.16,IR,1686621788
362,turgenevo,54.8455,46.3297,8.15,82,5,3.34,RU,1686621788
363,toritto,40.9982,16.6798,18.51,84,0,3.09,IT,1686621788
364,beidao,34.5686,105.8933,24.23,43,53,1.37,CN,1686621788
365,kolonia,50.9333,6.95,19.36,54,0,1.54,DE,1686621609
366,cooper's town,26.8667,-77.5167,27.26,79,64,5.21,BS,1686621788
367,puerto ayora,-0.7393,-90.3518,26.42,91,73,3.13,EC,1686621788
368,tura,25.5198,90.2201,26.4,87,9,2.52,IN,1686621788
369,dorohoi,47.95,26.4,13.84,87,100,0.45,RO,1686621788
370,tabuk,17.4189,121.4443,30.86,61,100,2.14,PH,1686621789
371,staryye ozinki,51.1786,49.6769,13.87,67,93,8.79,RU,1686621789
372,howard springs,-12.497,131.047,29.34,30,100,4.68,AU,1686621789
373,digras,20.1167,77.7167,32.08,41,10,7.03,IN,1686621789
374,kapenguria,1.2511,35.0895,12.23,87,57,2.47,KE,1686621789
375,kone,-21.0595,164.8658,26.31,47,10,2.1,NC,1686621789
376,rio grande,-32.035,-52.0986,4.06,65,6,3.88,BR,1686621789
377,bubaque,11.2833,-15.8333,26.22,85,100,4.77,GW,1686621789
378,bangor,54.6534,-5.669,17.73,84,100,5.66,GB,1686621790
379,petropavlovsk-kamchatsky,53.0452,158.6483,23.33,33,0,2.0,RU,1686621790
380,port saint john's,-31.6229,29.5448,14.64,71,82,2.22,ZA,1686621790
381,lycksele,64.5954,18.6735,13.93,62,75,4.63,SE,1686621790
382,ad dawadimi,24.5077,44.3924,24.64,17,4,4.6,SA,1686621790
383,saqqez,36.2499,46.2735,17.92,39,0,1.28,IR,1686621790
384,al hazm,16.1641,44.7769,29.36,30,100,2.62,YE,1686621790
385,polatli,39.5772,32.1413,14.52,81,55,1.85,TR,1686621791
386,san miguel de salinas,37.9797,-0.789,22.13,86,100,1.33,ES,1686621791
387,chimoio,-19.1164,33.4833,15.78,45,0,2.89,MZ,1686621791
388,ta`u,-14.2336,-169.5144,27.6,74,43,7.47,AS,1686621791
389,mokrous,51.2333,47.5167,12.95,71,100,10.48,RU,1686621791
390,oranjemund,-28.55,16.4333,12.38,82,0,1.39,NA,1686621791
391,kununurra,-15.7667,128.7333,29.99,26,28,5.14,AU,1686621792
392,hasaki,35.7333,140.8333,25.16,88,98,6.23,JP,1686621792
393,fisterra,42.9049,-9.2629,17.23,93,91,3.66,ES,1686621792
394,sinabang,2.4803,96.3801,28.51,72,25,0.67,ID,1686621792
395,fairview,40.8126,-73.999,20.24,91,100,5.66,US,1686621792
396,merritt,50.1123,-120.7942,28.73,32,87,0.65,CA,1686621602
397,edea,3.8,10.1333,22.98,99,100,0.64,CM,1686621792
398,howrah,22.5892,88.3103,30.0,84,40,2.06,IN,1686621792
399,praia da vitoria,38.7333,-27.0667,19.14,94,20,2.68,PT,1686621792
400,cidade velha,14.9167,-23.6167,25.26,73,0,5.14,CV,1686621792
401,livorno,43.2333,10.5833,21.55,100,65,1.59,IT,1686621793
402,kukuna,9.4,-12.6667,23.76,97,100,0.87,SL,1686621793
403,aykhal,66.0,111.5,14.3,36,13,7.45,RU,1686621793
404,hirara,24.8,125.2833,28.15,94,75,7.2,JP,1686621793
405,trapani,37.8333,12.6667,20.15,79,100,1.4,IT,1686621722
406,tongouson,5.0214,120.1328,29.35,71,13,3.12,PH,1686621793
407,bhindar,24.5,74.1833,28.14,64,0,6.73,IN,1686621793
408,san antonio de pale,-1.4014,5.6325,24.31,89,99,3.4,GQ,1686621793
409,pocao de pedras,-4.6667,-44.85,23.3,91,0,1.2,BR,1686621793
410,vanimo,-2.6741,141.3028,24.85,93,100,3.05,PG,1686621794
411,new norfolk,-42.7826,147.0587,13.29,80,91,1.54,AU,1686621794
412,shiraz,29.6036,52.5388,22.69,25,0,2.06,IR,1686621794
413,illizi,26.4833,8.4667,30.89,17,0,4.88,DZ,1686621794
414,mar del plata,-38.0023,-57.5575,7.27,90,40,2.06,AR,1686621605
415,russkaya polyana,49.417,31.9201,11.59,91,100,3.86,UA,1686621795
416,ivdel',60.6911,60.4206,12.19,62,59,3.28,RU,1686621795
417,lorengau,-2.0226,147.2712,29.78,73,45,4.64,PG,1686621795
418,kaa-khem,51.6833,94.7333,18.74,42,19,2.74,RU,1686621795
419,puerto aysen,-45.4,-72.7,1.19,97,100,1.33,CL,1686621731
420,holualoa,19.6228,-155.9522,25.91,84,40,4.63,US,1686621795
421,inongo,-1.95,18.2667,21.08,94,100,1.77,CD,1686621796
422,altai,46.3722,96.2583,13.79,54,73,0.61,MN,1686621796
423,gambiran satu,-8.3939,114.1464,25.74,84,88,2.62,ID,1686621796
424,dosso,13.049,3.1937,28.24,66,100,3.05,NE,1686621796
425,belmonte,-15.8631,-38.8828,23.29,87,3,1.94,BR,1686621717
426,bengkulu,-3.8004,102.2655,27.55,69,20,0.39,ID,1686621796
427,lubang,13.8584,120.124,29.13,78,60,8.7,PH,1686621796
428,hengchun,22.0042,120.7439,25.87,93,100,7.9,TW,1686621797
429,las palmas,28.4204,-14.0131,20.44,73,0,3.6,ES,1686621797
430,iwanai,42.9744,140.5089,21.0,79,92,1.98,JP,1686621797
431,wanning,18.8003,110.3967,30.24,71,100,2.32,CN,1686621797
432,mishelevka,52.8575,103.1719,13.53,85,100,5.81,RU,1686621797
433,viqueque,-8.8673,126.3658,28.03,57,83,2.64,TL,1686621798
434,barranca,-10.75,-77.7667,19.92,81,38,6.13,PE,1686621798
435,george,-33.963,22.4617,14.75,51,100,8.75,ZA,1686621798
436,tejen,37.3834,60.5054,28.91,17,0,2.64,TM,1686621798
437,prado,-17.3411,-39.2208,22.54,89,0,2.92,BR,1686621798
438,formosa do rio preto,-11.0483,-45.1931,21.22,49,0,1.17,BR,1686621798
439,la passe,45.5549,-0.8967,18.13,92,100,2.47,FR,1686621798
440,shingu,33.7333,135.9833,28.37,60,100,1.18,JP,1686621799
441,guerrero negro,27.9769,-114.0611,17.62,75,30,9.07,MX,1686621799
442,bridgewater,44.3835,-64.5155,18.82,70,55,1.03,CA,1686621383
443,yabelo,4.8833,38.0833,15.2,65,100,2.47,ET,1686621799
444,egersund,58.4513,5.9997,15.52,59,24,1.85,NO,1686621799
445,raduzhny,62.0961,77.475,4.03,86,100,4.72,RU,1686621799
446,macon,39.8667,-88.9668,19.86,42,0,2.57,US,1686621799
447,hurricane,37.1753,-113.2899,23.19,30,23,3.98,US,1686621800
448,erdenet,49.0333,104.0833,20.64,54,100,1.6,MN,1686621642
449,beledweyne,4.7358,45.2036,23.83,78,93,7.67,SO,1686621800
450,kudahuvadhoo,2.6708,72.8944,28.59,77,100,5.86,MV,1686621632
451,elverum,60.8819,11.5623,11.78,73,78,0.9,NO,1686621800
452,suva,-18.1416,178.4415,25.71,78,75,4.12,FJ,1686621800
453,iron river,46.0927,-88.6423,10.42,93,100,2.49,US,1686621739
454,altamira,-3.2033,-52.2064,23.42,97,92,1.3,BR,1686621800
455,musan-up,42.2261,129.2078,22.8,53,98,0.95,KP,1686621800
456,desarmes,18.9917,-72.3889,28.77,68,89,0.86,HT,1686621800
457,san patricio,28.017,-97.5169,28.99,83,79,6.5,US,1686621801
458,basoko,1.2391,23.616,22.08,94,26,1.71,CD,1686621801
459,tazacorte,28.629,-17.9293,21.54,85,100,5.14,ES,1686621801
460,cururupu,-1.8283,-44.8683,23.46,98,65,1.71,BR,1686621793
461,sitka,57.0531,-135.33,11.94,62,75,6.17,US,1686621801
462,mersing,2.4312,103.8405,26.95,89,20,1.54,MY,1686621801
463,la plata,-34.9215,-57.9545,8.23,67,6,2.59,AR,1686621801
464,ola,59.5833,151.2833,18.97,91,89,5.19,RU,1686621801
465,tralee,52.2704,-9.7026,15.36,94,87,0.92,IE,1686621739
466,zarghun shahr,32.8473,68.4457,21.72,28,0,1.15,AF,1686621802
467,heihe,50.2441,127.4902,26.32,58,99,1.99,CN,1686621802
468,buzdyak,54.5833,54.55,8.89,67,1,4.95,RU,1686621802
469,forio,40.7342,13.8646,21.9,86,28,0.89,IT,1686621802
470,albertina,-22.2008,-46.6158,15.41,73,2,2.1,BR,1686621802
471,khairpur nathan shah,27.0936,67.7337,34.15,44,76,7.55,PK,1686621802
472,mawlaik,23.6333,94.4167,27.2,89,98,0.27,MM,1686621802
473,aktobe,50.2797,57.2072,17.05,36,0,9.0,KZ,1686621802
474,mount gambier,-37.8333,140.7667,11.92,82,100,4.88,AU,1686621803
475,kez,57.8979,53.7152,8.71,64,3,1.31,RU,1686621803
476,port augusta,-32.5,137.7667,16.35,51,8,8.18,AU,1686621803
477,trondheim,63.4305,10.3951,13.03,78,100,0.95,NO,1686621734
478,cidreira,-30.1811,-50.2056,9.15,68,80,3.67,BR,1686621803
479,iquique,-20.2208,-70.1431,18.02,79,40,2.86,CL,1686621239
480,jalai nur,49.45,117.7,28.77,24,93,2.36,CN,1686621803
481,antalaha,-14.9003,50.2788,20.35,87,4,2.06,MG,1686621803
482,tam ky,15.5667,108.4833,29.35,65,100,2.5,VN,1686621804
483,pamandzi,-12.7967,45.2794,22.88,88,0,1.54,YT,1686621687
484,bayevo,53.2833,80.7667,15.22,67,78,3.27,RU,1686621804
485,qarauyl,48.9451,79.255,19.95,34,0,5.46,KZ,1686621804
486,arraial do cabo,-22.9661,-42.0278,22.04,91,4,3.38,BR,1686621804
487,kainantu,-6.2887,145.8655,23.46,61,67,2.41,PG,1686621804
488,moraleja,40.0162,-6.6977,17.58,77,0,1.08,ES,1686621804
489,happy valley-goose bay,53.3168,-60.3315,16.17,48,100,1.54,CA,1686621804
490,placido de castro,-10.3353,-67.1856,22.48,99,76,1.65,BR,1686621804
491,murun-kuren,49.6342,100.1625,19.17,60,100,4.46,MN,1686621805
492,tara,56.8944,74.371,11.53,54,74,2.9,RU,1686621805
493,kitob,39.0843,66.8332,28.29,31,0,1.15,UZ,1686621805
494,bayganin,48.6947,55.8742,25.36,25,100,2.68,KZ,1686621805
495,korla,41.7597,86.1469,32.03,19,97,5.32,CN,1686621805
496,kindu,-2.95,25.95,20.55,92,25,0.33,CD,1686621805
497,chonchi,-42.6128,-73.8092,3.95,95,18,0.85,CL,1686621805
498,bidbid,23.4079,58.1283,35.71,16,100,1.85,OM,1686621562
499,lazaro cardenas,17.9583,-102.2,27.46,75,1,3.5,MX,1686621778
500,trofaiach,47.4167,15.0,11.08,77,65,0.07,AT,1686621806
501,williams lake,52.1415,-122.1445,28.76,22,40,4.12,CA,1686621806
502,angaur state,6.906,134.13,27.28,80,98,4.04,PW,1686621806
503,mili,6.0815,171.735,28.4,80,100,7.7,MH,1686621806
504,qui nhon,13.7667,109.2333,29.29,68,100,2.86,VN,1686621806
505,salinopolis,-0.6136,-47.3561,26.21,86,100,5.58,BR,1686621806
506,paita,-5.0892,-81.1144,23.2,78,0,7.81,PE,1686621806
507,fortuna,40.5982,-124.1573,12.59,96,100,5.14,US,1686621807
508,tromso,69.6496,18.957,7.01,87,100,9.26,NO,1686621807
509,mahina,-17.5065,-149.489,28.87,61,40,4.12,PF,1686621807
510,namibe,-15.1961,12.1522,15.87,80,4,1.59,AO,1686621807
511,vila velha,-20.3297,-40.2925,23.97,90,40,4.12,BR,1686621728
512,eastham,41.8301,-69.9739,18.99,80,100,1.79,US,1686621564
513,kapoeta,4.7717,33.5903,23.92,70,99,0.27,SS,1686621807
514,dawson creek,55.7666,-120.2362,25.8,27,0,7.72,CA,1686621807
515,tanda,26.55,82.65,36.09,38,11,3.54,IN,1686621677
516,viedma,-40.8135,-62.9967,5.58,50,6,4.18,AR,1686621625
517,flin flon,54.7682,-101.865,23.34,29,2,4.19,CA,1686621808
518,trincomalee,8.5711,81.2335,28.41,75,100,8.16,LK,1686621808
519,maragogi,-9.0122,-35.2225,24.63,86,27,4.54,BR,1686621808
520,prince rupert,54.3161,-130.3201,14.83,79,100,9.26,CA,1686621781
521,ta'if,21.2703,40.4158,22.56,28,5,4.14,SA,1686621737
522,lerwick,60.1545,-1.1494,12.0,93,100,3.15,GB,1686621808
523,cintalapa de figueroa,16.7333,-93.7167,24.53,76,95,0.99,MX,1686621808
524,pul-e khumri,35.9446,68.7151,28.67,36,81,2.23,AF,1686621808
525,mando,10.7167,6.5667,23.29,83,99,1.12,NG,1686621808
526,khanty-mansiysk,61.0042,69.0019,9.06,66,0,2.0,RU,1686621808
527,nuuk,64.1835,-51.7216,0.34,100,100,2.06,GL,1686621809
528,igarka,67.4667,86.5833,9.72,71,49,5.64,RU,1686621809
529,mhamid,29.82,-5.72,26.83,21,0,2.39,MA,1686621809
530,lengshuitan,26.4111,111.5956,20.89,93,100,0.59,CN,1686621809
531,arno,60.1167,18.6333,11.55,66,15,3.99,SE,1686621809
532,tirebolu,41.0069,38.8139,18.96,93,100,1.64,TR,1686621809
533,sawai madhopur,25.9833,76.3667,34.01,35,2,6.48,IN,1686621809
534,mwanza,-2.5167,32.9,18.03,94,20,0.0,TZ,1686621809
535,tutoia,-2.7619,-42.2744,25.7,89,30,5.13,BR,1686621810
536,nagqu,31.5,92.0,8.12,60,100,3.77,CN,1686621810
537,reedsburg,43.5325,-90.0026,14.92,76,100,2.57,US,1686621810
538,khost,33.3395,69.9204,28.58,30,0,1.06,AF,1686621810
539,luxor,25.6989,32.6421,30.03,23,0,1.54,EG,1686621810
540,olenino,56.2092,33.4889,6.23,87,1,2.56,RU,1686621810
541,ust-tsilma,65.441,52.1498,12.57,79,100,2.75,RU,1686621810
542,callao,-12.0667,-77.15,21.16,78,75,8.75,PE,1686621811
543,mitchell,43.7094,-98.0298,20.99,49,0,2.06,US,1686621800
544,lupane,-18.9315,27.807,13.26,54,12,1.81,ZW,1686621811
545,taurianova,38.3563,16.0109,21.66,96,58,1.92,IT,1686621811
546,luderitz,-26.6481,15.1594,12.58,81,0,5.18,NA,1686621811
547,jiazi,22.8779,116.067,28.92,74,95,3.84,CN,1686621811
548,tafuna,-14.3358,-170.72,25.97,100,75,4.63,AS,1686621811
549,romulus,42.2223,-83.3966,15.5,64,40,5.66,US,1686621811
550,gebeit,21.0667,36.3167,25.96,32,0,0.57,SD,1686621811
551,yung shue wan,22.2333,114.1167,32.04,75,94,0.77,HK,1686621812
552,mary,37.0,62.5,30.07,18,0,0.66,TM,1686621812
553,ikalamavony,-21.15,46.5833,13.44,62,0,1.56,MG,1686621812
554,axim,4.8699,-2.2405,25.07,70,77,2.55,GH,1686621812
555,cartagena,10.3997,-75.5144,29.79,84,40,2.06,CO,1686621798
556,tokar,18.4254,37.729,29.95,54,12,2.0,SD,1686621812
557,akjoujt,19.6969,-14.4164,31.17,20,13,6.07,MR,1686621812
558,cape coast,5.1053,-1.2466,24.94,73,32,3.77,GH,1686621812
559,ylitornio,66.3089,23.6773,14.23,60,8,3.91,FI,1686621813
560,tharangambadi,11.0319,79.8528,29.0,67,100,5.91,IN,1686621717
561,weinan,34.5036,109.5089,27.47,45,3,1.46,CN,1686621813
562,zhangjiakou,40.81,114.8794,24.58,31,25,3.67,CN,1686621813
563,isla mujeres,21.2311,-86.731,29.03,85,0,5.8,MX,1686621813
564,votkinsk,57.0486,53.9872,7.65,62,5,0.93,RU,1686621813
565,wake village,33.4268,-94.1063,23.06,76,20,0.0,US,1686621813
566,takoradi,4.8845,-1.7554,24.61,72,53,2.88,GH,1686621813
567,gorontalo,0.5412,123.0595,26.25,90,98,1.39,ID,1686621814
568,rudbar,30.15,62.6,29.33,17,1,3.68,AF,1686621814
569,santiago del torno,-17.9833,-63.3833,13.1,62,100,4.91,BO,1686621814
570,sarishabari,24.7333,89.8333,29.88,75,44,4.78,BD,1686621814
571,mimizan,44.2006,-1.2289,19.94,95,89,0.27,FR,1686621814
572,vershino-darasunskiy,52.35,115.5167,17.07,57,97,2.84,RU,1686621814
573,sayansk,54.1088,102.1648,10.84,88,100,5.44,RU,1686621814
574,katsuura,35.1333,140.3,23.57,82,84,4.67,JP,1686621814
575,arkalyk,50.2486,66.9114,19.95,63,25,6.66,KZ,1686621814
576,kannod,22.6667,76.7333,31.87,49,28,5.04,IN,1686621815
577,defiance,41.3334,-84.45,12.3,71,0,1.54,US,1686621815
578,mahdia,35.5047,11.0622,22.97,61,100,3.69,TN,1686621815
579,olinda,-8.0089,-34.8553,26.85,78,75,3.09,BR,1686621807
580,tommot,58.9564,126.2925,4.65,96,100,0.82,RU,1686621815
581,quesnel,52.9999,-122.5029,30.28,20,0,2.06,CA,1686621610
582,paradip garh,20.3167,86.6167,32.35,66,81,4.97,IN,1686621815
583,kalabo,-14.97,22.6814,14.61,44,17,2.63,ZM,1686621815
584,yamada,39.4667,141.95,21.71,79,91,2.25,JP,1686621815
585,ocean shores,46.9737,-124.1563,17.0,83,0,6.69,US,1686621815
586,alesund,62.4723,6.1549,14.95,82,100,1.03,NO,1686621816
587,al ghayzah,16.2079,52.176,27.95,92,100,1.16,YE,1686621816
588,brady,31.1352,-99.3351,31.31,64,40,6.69,US,1686621816
589,monrovia,6.3005,-10.7969,24.87,82,100,4.92,LR,1686621612
590,male,4.1748,73.5089,29.97,79,75,6.17,MV,1686621816
591,figeac,44.75,1.9167,14.31,99,100,0.57,FR,1686621816
592,veranopolis,-28.9361,-51.5494,3.62,96,31,0.77,BR,1686621816
593,bereznik,62.8551,42.7072,14.64,62,96,3.53,RU,1686621816
594,cill airne,52.05,-9.5167,14.3,92,70,0.91,IE,1686621819
